Beautiful Soup,Lxml,Regular expressions
0.09055495262145996,0.018609046936035156,0.0037810802459716797
0.1912550926208496,0.036911964416503906,0.007413148880004883
0.2710700035095215,0.04199504852294922,0.011310100555419922
0.35039210319519043,0.05775904655456543,0.015074014663696289
0.42368602752685547,0.08651494979858398,0.018731117248535156
0.45895910263061523,0.10475802421569824,0.022387027740478516
0.5063929557800293,0.1130681037902832,0.02601313591003418
0.5841200351715088,0.13244295120239258,0.029632091522216797
0.6532669067382812,0.15264415740966797,0.03324103355407715
0.6907069683074951,0.17183899879455566,0.0368800163269043
0.7252368927001953,0.18638896942138672,0.04805612564086914
0.7601649761199951,0.19986200332641602,0.05977010726928711
0.7945489883422852,0.20516109466552734,0.06357812881469727
0.8292698860168457,0.22401809692382812,0.07664108276367188
0.8637609481811523,0.2350611686706543,0.09016203880310059
0.8987250328063965,0.24335408210754395,0.09385395050048828
0.9339680671691895,0.2576010227203369,0.10148501396179199
0.9685640335083008,0.27549314498901367,0.10917806625366211
1.0054640769958496,0.29406213760375977,0.11685705184936523
1.040273904800415,0.30876708030700684,0.12448406219482422
1.0751550197601318,0.31393909454345703,0.13223600387573242
1.1353590488433838,0.325106143951416,0.13584113121032715
1.208770990371704,0.33640408515930176,0.14497613906860352
1.2655589580535889,0.3495941162109375,0.15266108512878418
1.3002889156341553,0.3607151508331299,0.16029095649719238
1.335057020187378,0.3696889877319336,0.16794300079345703
1.3721060752868652,0.3837921619415283,0.17792296409606934
1.4099740982055664,0.39690303802490234,0.1844639778137207
1.4446020126342773,0.40202999114990234,0.18812108039855957
1.479701042175293,0.41558408737182617,0.19796299934387207
1.5139720439910889,0.42096495628356934,0.20193696022033691
1.550117015838623,0.4260220527648926,0.2056140899658203
1.5852060317993164,0.43115711212158203,0.2092580795288086
1.619879961013794,0.4369840621948242,0.2129061222076416
1.6548779010772705,0.442216157913208,0.21657705307006836
1.6921820640563965,0.44731998443603516,0.22021102905273438
1.7693068981170654,0.4524190425872803,0.22380709648132324
1.8402180671691895,0.457550048828125,0.22745895385742188
1.8841509819030762,0.46260714530944824,0.23113393783569336
1.9187850952148438,0.4676330089569092,0.23486995697021484
1.953052043914795,0.4727210998535156,0.23847007751464844
1.987710952758789,0.4777390956878662,0.24218106269836426
2.0223329067230225,0.48369717597961426,0.2458181381225586
2.05717396736145,0.48891305923461914,0.2494339942932129
2.094597101211548,0.4939589500427246,0.25309109687805176
2.1291608810424805,0.49899911880493164,0.25670313835144043
2.163846015930176,0.5040409564971924,0.2603261470794678
2.1988649368286133,0.5091390609741211,0.264009952545166
2.2332170009613037,0.5141589641571045,0.26776599884033203
2.267822027206421,0.5192301273345947,0.2714400291442871
2.3169350624084473,0.5244641304016113,0.27518606185913086
2.3923568725585938,0.5295259952545166,0.278947114944458
2.4629039764404297,0.5345029830932617,0.28261303901672363
2.4973230361938477,0.5396220684051514,0.28636693954467773
2.5341579914093018,0.5446290969848633,0.2900879383087158
2.5688629150390625,0.5496430397033691,0.29374003410339355
2.6033570766448975,0.5547161102294922,0.297443151473999
2.637721061706543,0.5598831176757812,0.3011040687561035
2.6725189685821533,0.5649220943450928,0.30472803115844727
2.707150936126709,0.5699231624603271,0.3083651065826416
2.741795063018799,0.5750060081481934,0.31200194358825684
2.778870105743408,0.5800211429595947,0.31562209129333496
2.813770055770874,0.5850780010223389,0.31928396224975586
2.848227024078369,0.5901730060577393,0.322965145111084
2.8829660415649414,0.5952310562133789,0.3266739845275879
2.9485559463500977,0.6002960205078125,0.3303101062774658
3.0244479179382324,0.605518102645874,0.3339569568634033
3.0744099617004395,0.6107230186462402,0.3376150131225586
3.1088860034942627,0.622277021408081,0.34123802185058594
3.1444380283355713,0.6396429538726807,0.34487414360046387
3.189007043838501,0.6530120372772217,0.34850502014160156
3.2233669757843018,0.6642301082611084,0.35209202766418457
3.2574880123138428,0.6784689426422119,0.35575103759765625
3.291980028152466,0.6835999488830566,0.359389066696167
3.326690912246704,0.6935579776763916,0.36302709579467773
3.361219882965088,0.7048161029815674,0.366671085357666
3.3958029747009277,0.7228810787200928,0.37035393714904785
3.433603048324585,0.7278671264648438,0.3739631175994873
3.468959093093872,0.7401881217956543,0.37764811515808105
3.5218069553375244,0.7484371662139893,0.38130998611450195
3.5950748920440674,0.7595269680023193,0.3850071430206299
3.662851095199585,0.7735681533813477,0.3887031078338623
3.6973509788513184,0.7788231372833252,0.39256715774536133
3.732024908065796,0.7838809490203857,0.39629411697387695
3.7661850452423096,0.7893569469451904,0.39998507499694824
3.801244020462036,0.7944929599761963,0.40364599227905273
3.8357698917388916,0.7995700836181641,0.407289981842041
3.8702049255371094,0.8047339916229248,0.41095495223999023
3.907249927520752,0.8099329471588135,0.41457295417785645
3.9415640830993652,0.814967155456543,0.4182281494140625
3.9759609699249268,0.8200490474700928,0.4218430519104004
4.011116981506348,0.8250560760498047,0.42546701431274414
4.045636892318726,0.8301570415496826,0.42917704582214355
4.080693006515503,0.8353619575500488,0.4328129291534424
4.114829063415527,0.840670108795166,0.4365370273590088
4.149602890014648,0.8457419872283936,0.4402749538421631
4.186604976654053,0.8510279655456543,0.44390201568603516
4.220952987670898,0.8560681343078613,0.44753313064575195
4.255117893218994,0.8612720966339111,0.45125293731689453
4.289650917053223,0.8662900924682617,0.45490097999572754
4.324079990386963,0.8713741302490234,0.4585249423980713
4.35849404335022,0.8763861656188965,0.4621880054473877
4.3934080600738525,0.8814160823822021,0.46582603454589844
4.429825067520142,0.8865170478820801,0.46947598457336426
4.465319871902466,0.8915309906005859,0.4731781482696533
4.502232074737549,0.8965849876403809,0.47710108757019043
4.539309978485107,0.9016010761260986,0.48073315620422363
4.5741260051727295,0.9066829681396484,0.48433995246887207
4.6088690757751465,0.9117879867553711,0.4881000518798828
4.643796920776367,0.9167971611022949,0.4917900562286377
4.678432941436768,0.9218380451202393,0.4954249858856201
4.7129340171813965,0.9270551204681396,0.49906110763549805
4.7472569942474365,0.9321589469909668,0.5028171539306641
4.782275915145874,0.9371540546417236,0.5064730644226074
4.819451093673706,0.94240403175354,0.5101561546325684
4.853806018829346,0.9474930763244629,0.513746976852417
4.888595104217529,0.9525489807128906,0.5173709392547607
4.923392057418823,0.9577310085296631,0.5210249423980713
4.958829879760742,0.962752103805542,0.5246520042419434
4.9934868812561035,0.9678349494934082,0.5282869338989258
5.028593063354492,0.9728660583496094,0.5319280624389648
5.063432931900024,0.977959156036377,0.5356581211090088
5.100315093994141,0.9830050468444824,0.5393760204315186
5.134634017944336,0.9881949424743652,0.5431280136108398
5.169298887252808,0.993278980255127,0.5467281341552734
5.204401016235352,0.998305082321167,0.5503370761871338
5.238856077194214,1.003425121307373,0.553955078125
5.273220062255859,1.0084741115570068,0.5576319694519043
5.307977914810181,1.0135910511016846,0.561255931854248
5.342626094818115,1.0186500549316406,0.5648751258850098
5.377340078353882,1.0236890316009521,0.5686309337615967
5.415255069732666,1.0287010669708252,0.5722701549530029
5.45237398147583,1.0337800979614258,0.5759329795837402
5.486974000930786,1.0392110347747803,0.5796360969543457
5.523252010345459,1.0442521572113037,0.5832750797271729
5.558011054992676,1.0494410991668701,0.5869450569152832
5.59247088432312,1.054427146911621,0.590644121170044
5.627157926559448,1.059643030166626,0.5942940711975098
5.661930084228516,1.064805030822754,0.5979199409484863
5.699270963668823,1.070044994354248,0.6015639305114746
5.733715057373047,1.075080156326294,0.6053719520568848
5.768124103546143,1.0801589488983154,0.6089639663696289
5.802709102630615,1.0851571559906006,0.6126439571380615
5.837507009506226,1.0901830196380615,0.6162891387939453
5.872083902359009,1.0952131748199463,0.6200001239776611
5.9068028926849365,1.100625991821289,0.6235830783843994
5.9412219524383545,1.1057090759277344,0.6272330284118652
5.976063966751099,1.1107351779937744,0.6308660507202148
6.012907981872559,1.115779161453247,0.6345219612121582
6.047867059707642,1.1208889484405518,0.6381959915161133
6.082985877990723,1.1258649826049805,0.6503190994262695
6.117198944091797,1.131087064743042,0.6539161205291748
6.151623964309692,1.1361041069030762,0.6727011203765869
6.185826063156128,1.141261100769043,0.6763999462127686
6.220733880996704,1.1462640762329102,0.6839489936828613
6.2551469802856445,1.1514830589294434,0.691615104675293
6.28977108001709,1.156480073928833,0.6995000839233398
6.326541900634766,1.161492109298706,0.7114729881286621
6.361567974090576,1.166978120803833,0.7153069972991943
6.396267890930176,1.1721251010894775,0.7229411602020264
6.43153190612793,1.1772701740264893,0.7306139469146729
6.469603061676025,1.1823961734771729,0.7384209632873535
6.504714012145996,1.1875569820404053,0.7500319480895996
6.541192054748535,1.1926889419555664,0.7537140846252441
6.57587194442749,1.197770118713379,0.7653169631958008
6.613025903701782,1.2027151584625244,0.7690680027008057
6.657335042953491,1.2078089714050293,0.7769479751586914
6.691900014877319,1.2132961750030518,0.7846240997314453
6.726654052734375,1.2250421047210693,0.7942521572113037
6.761722087860107,1.2483940124511719,0.8013970851898193
6.796597003936768,1.2534730434417725,0.8050739765167236
6.831394910812378,1.2678279876708984,0.8087451457977295
6.86601710319519,1.2819271087646484,0.8124110698699951
6.900775909423828,1.287179946899414,0.8161051273345947
6.935487985610962,1.3035931587219238,0.819782018661499
6.972487926483154,1.3087551593780518,0.8234460353851318
7.0074920654296875,1.3230409622192383,0.8272531032562256
7.042995929718018,1.3343250751495361,0.8309180736541748
7.078203916549683,1.345534086227417,0.8345179557800293
